"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon","chn","mon_grams","chn_grams","mon_sel","chn_sel","class"
7910171,"Manzhouli Airport","manzhouli airport","NZH,ZBMZ",49.56926,117.32926,"S","AIRP",FALSE,TRUE,13,16,0,3,"Chinese"
7910180,"Ordos Ejin Horo Airport","ordos ejin horo airport","Aehroport Ordos Ehdzhen-Khoro,DSN,Dongsheng Airport,Ordos Ejin Horo Airport,ZBDS,e er duo si yi jin huo luo ji chang,frwdgah awrdws ayjyn hwrw,Аэропорт Ордос Эджен-Хоро,فرودگاه اوردوس ایجین هورو,鄂尔多斯伊金霍洛机场",39.49387,109.86174,"S","AIRP",TRUE,FALSE,21,21,2,2,"Tie"
7910204,"Wuhai Airport","wuhai airport","WUA,Wuhai Airport,Wuhai Jichang,Wūhǎi Jīchǎng,ZWUH,wu hai ji chang,乌海机场",39.79185,106.80187,"S","AIRP",FALSE,FALSE,11,11,0,0,"Tie"
8051573,"Songling Qu","songling qu","Songling,Songling Qu,song ling,song ling qu,松岭,松岭区",50.82356,124.2807,"A","ADM3",FALSE,FALSE,6,10,0,4,"Chinese"
8051687,"Xuejiawan","xuejiawan","Jungar Qi,Xuejiawan,Xuejiawan Zhen,Zhunge'er Qi,Zhunge’er Qi,xue jia wan,xue jia wan zhen,zhun ge er qi,准格尔旗,薛家湾,薛家湾镇",39.86678,111.2208,"P","PPLA3",FALSE,TRUE,4,9,1,6,"Chinese"
8052067,"Galutu","galutu","Galutu,Galutu Zhen,Uxin Qi,Wushen Qi,ga lu tu,ga lu tu zhen,嘎鲁图,嘎鲁图镇",38.60086,108.84742,"P","PPLA3",FALSE,FALSE,5,4,1,0,"Mongolian"
8052068,"Aletengxire","aletengxire","Aletengxire,Aletengxire Zhen,a lei teng xi re,a lei teng xi re zhen,阿勒腾席热,阿勒腾席热镇",39.57993,109.75821,"P","PPLA3",FALSE,TRUE,8,10,2,4,"Chinese"
8052580,"Dabagou","dabagou","Dabagou,Dabagou Zhen,Horqin Youyi Qianqi,Ke'erqin Youyi Qianqi,Ke’erqin Youyi Qianqi,da ba gou,da ba gou zhen,ke er qin you yi qian qi,大坝沟,大坝沟镇,科尔沁右翼前旗",46.06946,121.91632,"P","PPLA3",FALSE,FALSE,4,5,0,1,"Chinese"
8054114,"Bala Ga’er Gaole","bala ga'er gaole","Bala Ga'er Gaole,Bala Ga'er Gaole Zhen,Bala Ga’er Gaole,Bala Ga’er Gaole Zhen,Xi Ujimqin Qi,Xiwuzhumuqin Qi,ba la ga er gao lei,ba la ga er gao lei zhen,xi wu zhu mu qin qi,巴拉嘎尔高勒,巴拉嘎尔高勒镇,西乌珠穆沁旗",44.59149,117.6237,"P","PPLA3",FALSE,FALSE,11,10,1,0,"Mongolian"
8054115,"Bieligutai","bieligutai","Abag Qi,Abaga Qi,Bieligutai,Bieligutai Zhen,a ba ga qi,bie li gu tai,bie li gu tai zhen,别力古台,别力古台镇,阿巴嘎旗",44.0303,114.98036,"P","PPLA3",FALSE,FALSE,8,8,1,1,"Tie"
8054116,"Tianjiao","tianjiao","Dongsheng Qu,Tianjiao,Tianjiao Jiedao,dong sheng qu,tian jiao,tian jiao jie dao,东胜区,天骄,天骄街道",39.82553,109.99953,"P","PPLA3",FALSE,FALSE,5,7,0,2,"Chinese"
8054117,"Heping","heping","Heping,Heping Jiedao,Ulanhot Shi,Wulanhaote Shi,he ping,he ping jie dao,wu lan hao te shi,乌兰浩特市,和平,和平街道",46.08626,122.07708,"P","PPLA3",FALSE,TRUE,4,4,1,1,"Tie"
8054118,"Mositai","mositai","Huolin Gol,Huolinguole Shi,Mositai,Mositai Jiedao,huo lin guo lei shi,mo si tai,mo si tai jie dao,莫斯台,莫斯台街道,霍林郭勒市",45.53632,119.66972,"P","PPLA3",FALSE,TRUE,4,5,0,1,"Chinese"
8054418,"Shangdu","shangdu","Shangdu,Shangdu Zhen,Zhenglan Qi,shang dou,shang dou zhen,zheng lan qi,上都,上都镇,正蓝旗",42.25005,116.00798,"P","PPLA3",FALSE,FALSE,5,5,1,1,"Tie"
8054538,"Wenquan","wenquan","A'ershan Shi,Arxan,A’ershan Shi,Wenquan,Wenquan Jiedao,YIE,a er shan shi,wen quan,wen quan jie dao,温泉,温泉街道,阿尔山市",47.1756,119.94809,"P","PPLA3",FALSE,TRUE,5,6,1,2,"Chinese"
8054542,"Tongyangdao","tongyangdao","Baiyun'ebo Kuangqu,Baiyun’ebo Kuangqu,Bayan Obo,Tongyangdao,Tongyangdao Jiedao,bai yun e bo,bai yun e bo kuang qu,tong yang dao,tong yang dao jie dao,白云鄂博,白云鄂博矿区,通阳道,通阳道街道",41.77031,109.96987,"P","PPLA3",FALSE,FALSE,7,10,0,3,"Chinese"
8054575,"Bayinsai","bayinsai","Bayinsai,Bayinsai Jiedao,Wuda Qu,ba yin sai,ba yin sai jie dao,wu da qu,乌达区,巴音赛,巴音赛街道",39.50022,106.72021,"P","PPLA3",FALSE,FALSE,6,6,0,0,"Tie"
8054801,"Xingong","xingong","Xingong,Xingong Jiedao,Yakeshi Shi,xin gong,xin gong jie dao,ya ke shi shi,新工,新工街道,牙克石市",49.29031,120.70609,"P","PPLA3",FALSE,FALSE,4,6,0,2,"Chinese"
8054802,"Xiritala","xiritala","Xilin Hot,Xilinhaote Shi,Xiritala,Xiritala Jiedao,xi lin hao te,xi lin hao te shi,xi ri ta la,xi ri ta la jie dao,希日塔拉,希日塔拉街道,锡林浩特,锡林浩特市",43.93889,116.07021,"P","PPLA3",FALSE,FALSE,5,7,0,2,"Chinese"
8054803,"Xinghua","xinghua","Xinghua,Xinghua Jiedao,Zhalantun Shi,xing hua,xing hua jie dao,zha lan tun shi,兴华,兴华街道,扎兰屯市",48.01449,122.69839,"P","PPLA3",FALSE,FALSE,4,6,0,2,"Chinese"
8181798,"Jia Ge Da Qi Qu Airport","jia ge da qi qu airport","JGD",50.37815,124.11482,"S","AIRP",FALSE,FALSE,18,23,1,6,"Chinese"
8260715,"Yiershi Airport","yiershi airport","YIE,ZBES",47.31,119.911,"S","AIRP",FALSE,FALSE,13,13,1,1,"Tie"
8260717,"Bayannur Airport","bayannur airport","RLK,ZBYZ,ba yan nao er ji chang,巴彦淖尔机场",40.9264,107.739,"S","AIRP",FALSE,FALSE,15,15,1,1,"Tie"
8260740,"Erenhot Saiwusu International Airport","erenhot saiwusu international airport","ERL,Erenhot Saiwusu International Airport,ZBER,er lian hao te sai wu su guo ji ji chang,二连浩特赛乌苏国际机场",43.4233,112.091,"S","AIRP",FALSE,FALSE,36,35,2,1,"Mongolian"
8335361,"Ulanqab","ulanqab","UCB,Ulanqab,wu lan cha bu shi,乌兰察布市",40.993,113.133,"P","PPL",FALSE,TRUE,5,3,2,0,"Mongolian"
8347664,"Ordos","ordos","DSN,Erdos,Ordos,Ordos khot,e er duo si shi,eoeoldwosseu si,orudosu shi,Ордос,Ордос хот,オルドス市,鄂尔多斯市,어얼둬쓰 시",39.6086,109.78157,"P","PPL",TRUE,FALSE,3,2,1,0,"Mongolian"
8416359,"Houxin","houxin","Houxin,hou xin,后新",39.82693,111.83316,"P","PPL",FALSE,TRUE,0,5,0,5,"Chinese"
8416360,"Houwanzi","houwanzi","Houwanzi,hou wan zi,后湾子",39.79039,111.9119,"P","PPL",FALSE,TRUE,2,6,0,4,"Chinese"
8416616,"Xishanguo","xishanguo","Xishanguo,xi shan gou,西山沟",39.93912,111.90238,"P","PPL",FALSE,TRUE,5,8,0,3,"Chinese"
8416617,"Xishanguo","xishanguo","Xishanguo,xi shan guo,西山过",39.93912,111.90212,"P","PPL",FALSE,TRUE,5,8,0,3,"Chinese"
8416618,"Shiwan","shiwan","Shiwan,shi wan,石湾",39.97538,111.89149,"P","PPL",FALSE,FALSE,4,4,0,0,"Tie"
8416645,"Heisi","heisi","Heisi,hei si,黑寺",39.72842,111.69871,"P","PPL",FALSE,FALSE,4,3,1,0,"Mongolian"
8416646,"Xiaodougou","xiaodougou","Xiaodougou,xiao dou gou,小斗沟",39.72451,111.78781,"P","PPL",FALSE,TRUE,4,9,0,5,"Chinese"
8416647,"Xidaoping","xidaoping","Xidaoping,xi dao ping,西道坪",39.74338,111.77123,"P","PPL",FALSE,FALSE,5,8,0,3,"Chinese"
8416648,"Zhengwan","zhengwan","Zhengwan,zheng wan,正湾",39.68777,111.68993,"P","PPL",FALSE,FALSE,7,6,1,0,"Mongolian"
8416649,"Shantaizi","shantaizi","Shantaizi,shan tai zi,山台子",39.62013,111.81058,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8416650,"Xiaojinggou","xiaojinggou","Xiaojinggou,xiao jing gou,小井沟",39.59346,111.77481,"P","PPL",FALSE,FALSE,8,11,0,3,"Chinese"
8416651,"Xiaoyangping","xiaoyangping","Xiaoyangping,xiao yang ping,小阳坪",39.75248,111.65871,"P","PPL",FALSE,TRUE,9,12,0,3,"Chinese"
8416652,"Haizigou","haizigou","Haizigou,hai zi gou,海子沟",39.69037,111.77513,"P","PPL",FALSE,TRUE,2,6,0,4,"Chinese"
8416653,"Quanzigou","quanzigou","Quanzigou,quan zi gou,泉子沟",39.66175,111.67399,"P","PPL",FALSE,TRUE,4,8,0,4,"Chinese"
8416654,"Changgoumen","changgoumen","Changgoumen,zhang gou men,长沟门",39.75736,111.67334,"P","PPL",FALSE,TRUE,8,9,1,2,"Chinese"
8416655,"Yanwanzi","yanwanzi","Yanwanzi,yang wan zi,阳湾子",39.76029,111.7231,"P","PPL",FALSE,TRUE,4,7,0,3,"Chinese"
8416656,"Yanyazi","yanyazi","Yanyazi,yang ya zi,阳崖子",39.68386,111.75594,"P","PPL",FALSE,TRUE,2,7,0,5,"Chinese"
8416657,"Yanping","yanping","Yanping,yang ping,阳坪",39.70728,111.81025,"P","PPL",FALSE,FALSE,5,6,0,1,"Chinese"
8416658,"Goudi","goudi","Goudi,gou di,沟底",39.70793,111.79757,"P","PPL",FALSE,FALSE,1,3,0,2,"Chinese"
8416793,"Houbeigou","houbeigou","Houbeigou,hou bei gou,后北沟",39.72712,111.82326,"P","PPL",FALSE,TRUE,4,7,1,4,"Chinese"
8416794,"Yanshanshang","yanshanshang","Yanshanshang,yang shan shang,阳山上",39.78858,111.75854,"P","PPL",FALSE,FALSE,6,7,0,1,"Chinese"
8416795,"Duanjiagou","duanjiagou","Duanjiagou,duan jia gou,段家沟",39.7746,111.6857,"P","PPL",FALSE,TRUE,6,9,1,4,"Chinese"
8416796,"Nanboazi","nanboazi","Nanboazi,nan bao zi,南堡子",39.7811,111.72895,"P","PPL",FALSE,TRUE,3,6,0,3,"Chinese"
8416798,"Yanmao","yanmao","Yanmao,yang mao,阳峁",39.75151,111.73578,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8416799,"Badaomao","badaomao","Badaomao,ba dao mao,八道峁",39.68321,111.65123,"P","PPL",FALSE,FALSE,5,7,0,2,"Chinese"
8416800,"Sidaomao","sidaomao","Sidaomao,si dao mao,四道峁",39.66988,111.60603,"P","PPL",FALSE,FALSE,4,7,0,3,"Chinese"
8416801,"Shanshenmiao","shanshenmiao","Shanshenmiao,shan shen miao,山神庙",39.68289,111.58781,"P","PPL",FALSE,TRUE,10,10,1,1,"Tie"
8416802,"Zhengjiashan","zhengjiashan","Zhengjiashan,zheng jia shan,郑家山",39.72517,111.64505,"P","PPL",FALSE,TRUE,9,11,1,3,"Chinese"
8416803,"Chuanmaozi","chuanmaozi","Chuanmaozi,chuan mao zi,川峁子",39.61069,111.71334,"P","PPL",FALSE,TRUE,6,9,0,3,"Chinese"
8416804,"Yanjingshang","yanjingshang","Yanjingshang,yang jing shang,阳井上",39.62793,111.79204,"P","PPL",FALSE,FALSE,10,12,0,2,"Chinese"
8416805,"Xishuang Yaozi","xishuang yaozi","Xishuang Yaozi,xi shuang yao zi,西双窑子",39.7037,111.62098,"P","PPL",FALSE,TRUE,9,14,0,5,"Chinese"
8416806,"Wangbaoyao","wangbaoyao","Wangbaoyao,wang bao yao,王保窑",39.70533,111.65416,"P","PPL",FALSE,FALSE,5,9,0,4,"Chinese"
8416807,"Chijiayao","chijiayao","Chijiayao,chi jia yao,池家窑",39.79508,111.69448,"P","PPL",FALSE,FALSE,6,9,0,3,"Chinese"
8416808,"Jinggou","jinggou","Jinggou,jing gou,井沟",39.76647,111.65611,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8416809,"Zaoqingshan","zaoqingshan","Zaoqingshan,zhao qing shan,赵青山",39.7772,111.6431,"P","PPL",FALSE,TRUE,6,9,0,3,"Chinese"
8416810,"Gouzhangshang","gouzhangshang","Gouzhangshang,gou zhang shang,沟掌上",39.68061,111.71757,"P","PPL",FALSE,TRUE,7,9,0,2,"Chinese"
8416825,"Dujiagou","dujiagou","Dujiagou,du jia gou,杜家沟",39.70327,111.63855,"P","PPL",FALSE,TRUE,4,7,1,4,"Chinese"
8416826,"Xizhuangwo","xizhuangwo","Xizhuangwo,xi zhuang wo,西庄窝",39.66032,111.62882,"P","PPL",FALSE,TRUE,6,9,0,3,"Chinese"
8416827,"Choujiagou","choujiagou","Choujiagou,chou jia gou,仇家沟",39.74385,111.69479,"P","PPL",FALSE,TRUE,4,9,0,5,"Chinese"
8416828,"Nanwupo","nanwupo","Nanwupo,nan wo pu,南窝铺",39.72558,111.76716,"P","PPL",FALSE,TRUE,3,5,0,2,"Chinese"
8416829,"Liujiayao","liujiayao","Liujiayao,liu jia yao,刘家窑",39.7626,111.77333,"P","PPL",FALSE,TRUE,5,9,0,4,"Chinese"
8416830,"Xipangou","xipangou","Xipangou,xi pan gou,西畔沟",39.81172,111.74343,"P","PPL",FALSE,FALSE,4,7,0,3,"Chinese"
8416831,"Houpangou","houpangou","Houpangou,hou pan gou,后畔沟",39.82358,111.74794,"P","PPL",FALSE,TRUE,4,7,0,3,"Chinese"
8416832,"Yanpingta","yanpingta","Yanpingta,yang ping ta,阳平塔",39.79202,111.67865,"P","PPL",FALSE,FALSE,7,8,0,1,"Chinese"
8416833,"Qianshuang Yaozi","qianshuang yaozi","Qianshuang Yaozi,qian shuang yao zi,前双窑子",39.67219,111.77618,"P","PPL",FALSE,TRUE,11,15,0,4,"Chinese"
8416834,"Jiaonimao","jiaonimao","Jiaonimao,jiao ni mao,交泥峁",39.65819,111.75672,"P","PPL",FALSE,FALSE,7,9,0,2,"Chinese"
8416835,"Yixuewan","yixuewan","Yixuewan,yi xue wan,义学湾",39.64134,111.75197,"P","PPL",FALSE,TRUE,2,8,1,7,"Chinese"
8416836,"Shuannianer","shuannianer","Shuannianer,shuang nian r,双碾儿",39.66056,111.72208,"P","PPL",FALSE,FALSE,10,9,1,0,"Mongolian"
8416837,"Lucaoshan","lucaoshan","Lucaoshan,lu cao shan,芦草山",39.72154,111.71662,"P","PPL",FALSE,TRUE,5,7,1,3,"Chinese"
8416838,"Toudaogou","toudaogou","Toudaogou,tou dao gou,头道沟",39.62615,111.70072,"P","PPL",FALSE,FALSE,3,7,0,4,"Chinese"
8416839,"Potaizi","potaizi","Potaizi,po tai zi,破台子",39.64348,111.71258,"P","PPL",FALSE,TRUE,3,5,0,2,"Chinese"
8416840,"Yaozhazui","yaozhazui","Yaozhazui,yao shan ju,腰栅咀",39.63944,111.68197,"P","PPL",FALSE,TRUE,4,9,0,5,"Chinese"
8416841,"Xingshumao","xingshumao","Xingshumao,xing shu mao,杏树峁",39.64704,111.66607,"P","PPL",FALSE,FALSE,7,10,0,3,"Chinese"
8416842,"Angenlou","angenlou","Angenlou,an gen lou,安根楼",39.64371,111.63807,"P","PPL",FALSE,TRUE,4,6,1,3,"Chinese"
8416843,"Yanya","yanya","Yanya,yang ya,阳崖",39.72869,111.59364,"P","PPL",FALSE,FALSE,2,4,0,2,"Chinese"
8416844,"Yantawan","yantawan","Yantawan,yang ta wan,阳塔湾",39.73762,111.59937,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8416845,"Shangyaozha","shangyaozha","Shangyaozha,shang yao shan,上腰栅",39.74976,111.62892,"P","PPL",FALSE,TRUE,8,10,0,2,"Chinese"
8416846,"Dataizi","dataizi","Dataizi,da tai zi,大台子",39.74976,111.54622,"P","PPL",FALSE,TRUE,3,5,0,2,"Chinese"
8416847,"Shiwanzi","shiwanzi","Shiwanzi,shi wan zi,石湾子",39.76099,111.60349,"P","PPL",FALSE,TRUE,5,6,0,1,"Chinese"
8416848,"Huashuye","huashuye","Huashuye,hua shu ye,桦树也",39.78596,111.56432,"P","PPL",FALSE,TRUE,6,6,1,1,"Tie"
8416849,"Daxigou","daxigou","Daxigou,da xi gou,大西沟",39.82032,111.57073,"P","PPL",FALSE,TRUE,1,6,0,5,"Chinese"
8416850,"Santaizi","santaizi","Santaizi,san tai zi,三台子",39.83635,111.59822,"P","PPL",FALSE,TRUE,4,6,0,2,"Chinese"
8416851,"Luzigou","luzigou","Luzigou,lu zi gou,芦子沟",39.82628,111.62502,"P","PPL",FALSE,TRUE,2,5,1,4,"Chinese"
8416853,"Dayangbei","dayangbei","Dayangbei,da yang bei,大阳 背",39.77886,111.52354,"P","PPL",FALSE,TRUE,5,8,1,4,"Chinese"
8416855,"Huangshubei","huangshubei","Huangshubei,huang shu bei,黄树背",39.77679,111.55149,"P","PPL",FALSE,FALSE,9,9,1,1,"Tie"
8416856,"Mengjia Yangwan","mengjia yangwan","Mengjia Yangwan,meng jia yang wan,孟家阳湾",39.76488,111.56592,"P","PPL",FALSE,TRUE,12,15,1,4,"Chinese"
8416857,"Shiyangta","shiyangta","Shiyangta,shi yang ta,石阳塔",39.79716,111.55398,"P","PPL",FALSE,FALSE,6,8,0,2,"Chinese"
8416858,"Shamaohao","shamaohao","Shamaohao,sha mao hao,沙峁壕",39.80879,111.56459,"P","PPL",FALSE,FALSE,7,9,0,2,"Chinese"
8416859,"Zhenmaohao","zhenmaohao","Zhenmaohao,zheng mao hao,正峁壕",39.81723,111.51422,"P","PPL",FALSE,FALSE,9,9,1,1,"Tie"
8416860,"Zhenmaogou","zhenmaogou","Zhenmaogou,zheng mao gou,正峁沟",39.76073,111.51192,"P","PPL",FALSE,FALSE,7,9,1,3,"Chinese"
8416862,"Dongcha","dongcha","Dongcha,dong cha,东岔",39.80828,111.54056,"P","PPL",FALSE,FALSE,5,5,0,0,"Tie"
8416908,"Tuchengzhuang","tuchengzhuang","Tuchengzhuang,tu cheng zhuang,土城庄",39.83351,111.55494,"P","PPL",FALSE,TRUE,10,11,1,2,"Chinese"
8416909,"Xitucheng","xitucheng","Xitucheng,xi tu cheng,西土城",39.84641,111.54388,"P","PPL",FALSE,TRUE,6,8,1,3,"Chinese"
8416910,"Shibapan","shibapan","Shibapan,shi ba pan,十八 盘",39.84733,111.62359,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8416911,"Da’erjia","da'erjia","Da'erjia,Da’erjia,da er jia,打尔架",39.79895,111.60102,"P","PPL",FALSE,TRUE,3,4,1,2,"Chinese"
8416912,"Shisi Wangmu","shisi wangmu","Shisi Wangmu,shi si wang mu,十四王墓",39.86299,111.59917,"P","PPL",FALSE,FALSE,10,10,0,0,"Tie"
8416913,"Xujiajia","xujiajia","Xujiajia,xu jia jia,徐家架",39.83373,111.53466,"P","PPL",FALSE,TRUE,3,7,0,4,"Chinese"
8416914,"Songjialiang","songjialiang","Songjialiang,song jia liang,松家梁",39.78719,111.62728,"P","PPL",FALSE,TRUE,8,11,0,3,"Chinese"
8416915,"Miehu","miehu","Miehu,mie hu,灭虎",39.74872,111.58489,"P","PPL",FALSE,FALSE,2,4,1,3,"Chinese"
8416916,"Tanyaobei","tanyaobei","Tanyaobei,tan yao bei,炭窑背",39.73766,111.55862,"P","PPL",FALSE,TRUE,4,8,1,5,"Chinese"
8416917,"Zhengmaoliang","zhengmaoliang","Zhengmaoliang,zheng mao liang,正峁梁",39.78028,111.50171,"P","PPL",FALSE,FALSE,11,12,1,2,"Chinese"
8416918,"Balongwan","balongwan","Balongwan,ba long wan,八龙湾",39.92819,111.58265,"P","PPL",FALSE,FALSE,7,7,0,0,"Tie"
8416919,"Shihuliang","shihuliang","Shihuliang,shi hu liang,石胡梁",39.95307,111.70463,"P","PPL",FALSE,FALSE,8,8,0,0,"Tie"
8416920,"Yaotouliang","yaotouliang","Yaotouliang,yao tou liang,窑头梁",39.97165,111.68995,"P","PPL",FALSE,FALSE,8,10,0,2,"Chinese"
8416921,"Pijiagou","pijiagou","Pijiagou,pi jia gou,皮家沟",39.98304,111.65668,"P","PPL",FALSE,TRUE,3,7,0,4,"Chinese"
8416922,"Shengdiwan","shengdiwan","Shengdiwan,sheng de wan,生地湾",39.94198,111.6312,"P","PPL",FALSE,TRUE,7,8,1,2,"Chinese"
8416923,"Haizigou","haizigou","Haizigou,hai zi gou,海子沟",39.90541,111.54849,"P","PPL",FALSE,TRUE,2,6,0,4,"Chinese"
8416924,"Erdaozui","erdaozui","Erdaozui,er dao ju,二道咀",39.89163,111.60004,"P","PPL",FALSE,TRUE,3,6,1,4,"Chinese"
8417136,"Shicangyao","shicangyao","Shicangyao,shi cang yao,石苍窑",39.96685,111.61292,"P","PPL",FALSE,TRUE,7,9,0,2,"Chinese"
8417137,"Huashugou","huashugou","Huashugou,hua shu gou,桦树沟",39.84937,111.69654,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8417138,"Bachagou","bachagou","Bachagou,ba cha gou,八岔沟",39.8143,111.68575,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8417139,"Wudaomao","wudaomao","Wudaomao,wu dao mao,五道峁",39.89642,111.6324,"P","PPL",FALSE,FALSE,4,7,0,3,"Chinese"
8417140,"Gaojiashan","gaojiashan","Gaojiashan,gao jia shan,高家山",39.97404,111.72981,"P","PPL",FALSE,FALSE,8,9,0,1,"Chinese"
8417141,"Mangluangou","mangluangou","Mangluangou,mang luan gou,忙乱沟",39.95486,111.7343,"P","PPL",FALSE,TRUE,6,9,1,4,"Chinese"
8417142,"Dawan","dawan","Dawan,da wan,大湾",39.96086,111.75858,"P","PPL",FALSE,TRUE,1,3,0,2,"Chinese"
8417143,"Dongzhuangzi","dongzhuangzi","Dongzhuangzi,dong zhuang zi,东庄子",39.94497,111.75288,"P","PPL",FALSE,TRUE,7,9,0,2,"Chinese"
8417144,"Pangou","pangou","Pangou,pan gou,畔沟",39.92339,111.76607,"P","PPL",FALSE,FALSE,3,4,0,1,"Chinese"
8417145,"Zhujiashan","zhujiashan","Zhujiashan,zhu jia shan,朱家山",39.89342,111.72291,"P","PPL",FALSE,FALSE,8,9,0,1,"Chinese"
8417146,"Quanzigou","quanzigou","Quanzigou,quan zi gou,泉子沟",39.86465,111.74689,"P","PPL",FALSE,TRUE,4,8,0,4,"Chinese"
8417147,"Liangyanjing","liangyanjing","Liangyanjing,lian yan jing,连 眼井",39.85776,111.72321,"P","PPL",FALSE,FALSE,10,12,0,2,"Chinese"
8417148,"Ta’erpan","ta'erpan","Ta'erpan,Ta’erpan,ta er pan,塔尔畔",39.83259,111.71962,"P","PPL",FALSE,TRUE,2,3,1,2,"Chinese"
8417149,"Houjiayao","houjiayao","Houjiayao,hou jia yao,后家窑",39.90481,111.74179,"P","PPL",FALSE,TRUE,4,9,0,5,"Chinese"
8417150,"Cuijialiang","cuijialiang","Cuijialiang,cui jia liang,崔家梁",39.86795,111.70133,"P","PPL",FALSE,FALSE,8,10,0,2,"Chinese"
8417151,"Taiziliang","taiziliang","Taiziliang,tai zi liang,台子梁",39.88443,111.64439,"P","PPL",FALSE,TRUE,5,8,0,3,"Chinese"
8417152,"Maolinzi","maolinzi","Maolinzi,mao lin zi,毛林子",39.84307,111.75198,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8417153,"Shuimen","shuimen","Shuimen,shui men,水门",39.87994,111.56527,"P","PPL",FALSE,TRUE,5,5,1,1,"Tie"
8417284,"Daluhao","daluhao","Daluhao,da lu hao,大路 壕",39.94497,111.56167,"P","PPL",FALSE,FALSE,5,5,1,1,"Tie"
8417285,"Gangfanggou","gangfanggou","Gangfanggou,gang fang gou,缸房沟",39.95666,111.57846,"P","PPL",FALSE,TRUE,5,8,0,3,"Chinese"
8417286,"Heilengliang","heilengliang","Heilengliang,hei leng liang,黑楞梁",39.94228,111.59944,"P","PPL",FALSE,FALSE,10,10,1,1,"Tie"
8417287,"Guosanyao","guosanyao","Guosanyao,guo san yao,郭三窑",39.93029,111.65038,"P","PPL",FALSE,FALSE,5,8,0,3,"Chinese"
8417288,"Yupiyao","yupiyao","Yupiyao,yu pi yao,榆皮窑",39.93718,111.67016,"P","PPL",FALSE,TRUE,1,6,0,5,"Chinese"
8417289,"Linjiashan","linjiashan","Linjiashan,lin jia shan,蔺家山",39.86645,111.65638,"P","PPL",FALSE,FALSE,7,9,0,2,"Chinese"
8417290,"Songshuliang","songshuliang","Songshuliang,song shu liang,松树梁",39.85566,111.66447,"P","PPL",FALSE,FALSE,10,10,0,0,"Tie"
8417291,"Liujuniu","liujuniu","Liujuniu,liu ju niu,六犋牛",39.87664,111.61052,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8417292,"Dujiagou","dujiagou","Dujiagou,du jia gou,杜家沟",39.89432,111.56647,"P","PPL",FALSE,TRUE,4,7,1,4,"Chinese"
8417293,"Siyanbu","siyanbu","Siyanbu,si yan bao,四眼堡",39.83918,111.65968,"P","PPL",FALSE,FALSE,4,6,0,2,"Chinese"
8417294,"Caojiagou","caojiagou","Caojiagou,cao jia gou,曹家沟",39.82629,111.65278,"P","PPL",FALSE,TRUE,4,8,0,4,"Chinese"
8417295,"Mailaopo","mailaopo","Mailaopo,mai lao po,麦老坡",39.81071,111.62671,"P","PPL",FALSE,FALSE,6,7,0,1,"Chinese"
8417296,"Qijiagou","qijiagou","Qijiagou,qi jia gou,祁家沟",39.90511,111.66717,"P","PPL",FALSE,TRUE,3,7,0,4,"Chinese"
8417297,"Shangdao Jialiang","shangdao jialiang","Shangdao Jialiang,shang diao jia liang,上刁家梁",39.89476,111.50757,"P","PPL",FALSE,FALSE,11,14,0,3,"Chinese"
8417298,"Shanghei Caozui","shanghei caozui","Shanghei Caozui,shang hei cao ju,上黑草咀",39.88711,111.49546,"P","PPL",FALSE,TRUE,9,12,2,5,"Chinese"
8417299,"Chengzui","chengzui","Chengzui,cheng ju,城咀",39.90708,111.44449,"P","PPL",FALSE,TRUE,4,6,1,3,"Chinese"
8417300,"Sanglinpo","sanglinpo","Sanglinpo,sang lin po,桑林坡",39.92832,111.47932,"P","PPL",FALSE,TRUE,5,7,0,2,"Chinese"
8417301,"Nanyan","nanyan","Nanyan,nan yan,南墕",39.93002,111.49929,"P","PPL",FALSE,FALSE,3,5,0,2,"Chinese"
8417302,"Xiaohepan","xiaohepan","Xiaohepan,xiao he pan,小河畔",39.93448,111.45404,"P","PPL",FALSE,FALSE,8,8,1,1,"Tie"
8417303,"Nianziyan","nianziyan","Nianziyan,nian zi yan,碾子墕",39.91345,111.49631,"P","PPL",FALSE,TRUE,4,8,0,4,"Chinese"
8417317,"Xiaogangfang","xiaogangfang","Xiaogangfang,xiao gang fang,小缸房",39.89306,111.44767,"P","PPL",FALSE,TRUE,6,10,0,4,"Chinese"
8417318,"Xingshubei","xingshubei","Xingshubei,xing shu bei,杏树背",39.87033,111.5252,"P","PPL",FALSE,FALSE,7,9,1,3,"Chinese"
8417319,"Bulanwa","bulanwa","Bulanwa,bu lan wa,不烂洼",39.88499,111.52138,"P","PPL",FALSE,TRUE,4,5,0,1,"Chinese"
8417320,"Yangluotan","yangluotan","Yangluotan,yang luo tan,杨落滩",39.88584,111.43344,"P","PPL",FALSE,TRUE,8,9,1,2,"Chinese"
